City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
515,Viedma,AR,-40.8135,-62.9967,45.63,76,100,10.87,overcast clouds,2022-07-25 01:59:26
516,Lamu,KE,-2.2717,40.902,74.66,77,14,16.64,few clouds,2022-07-25 01:59:27
517,Arona,ES,28.0996,-16.681,83.91,63,0,4.61,clear sky,2022-07-25 01:59:28
518,Xichang,CN,27.8964,102.2634,71.38,84,61,1.97,broken clouds,2022-07-25 01:59:29
519,Fukue,JP,32.6881,128.8419,80.96,83,75,4.61,broken clouds,2022-07-25 01:59:30
520,Magadan,RU,59.5667,150.8,63.54,75,99,2.33,overcast clouds,2022-07-25 01:59:31
521,Okmulgee,US,35.6234,-95.9605,95.85,40,0,8.05,clear sky,2022-07-25 01:57:58
522,Medina,SA,24.4686,39.6142,93.63,27,0,11.5,clear sky,2022-07-25 01:57:16
523,Manadhoo,MV,5.7667,73.3833,81.39,76,95,11.43,overcast clouds,2022-07-25 01:59:34
524,Abu Zabad,SD,12.35,29.25,77.05,61,99,11.41,overcast clouds,2022-07-25 01:59:34
525,Panguna,PG,-6.3164,155.4848,83.89,54,30,3.6,light rain,2022-07-25 01:59:35
526,Dingle,PH,10.9995,122.6711,85.24,74,92,0.38,light rain,2022-07-25 01:55:25
527,Lundazi,ZM,-12.2929,33.1782,61.48,64,67,8.77,broken clouds,2022-07-25 01:59:36
528,Ishinomaki,JP,38.4167,141.3,78.8,85,100,1.59,overcast clouds,2022-07-25 01:59:36
529,Buala,SB,-8.145,159.5921,86.22,66,83,7.99,light rain,2022-07-25 01:59:37
530,Rock Sound,BS,24.9,-76.2,82.49,70,1,20.07,clear sky,2022-07-25 01:59:37
531,Kidal,ML,18.4411,1.4078,88.0,39,48,5.03,scattered clouds,2022-07-25 01:59:35
532,Tuy Hoa,VN,13.0833,109.3,85.51,68,10,1.5,clear sky,2022-07-25 01:59:38
533,Oksfjord,NO,70.2396,22.3479,50.18,82,94,5.55,overcast clouds,2022-07-25 01:59:39
534,Siguiri,GN,11.6667,-9.5,71.62,96,100,3.29,light rain,2022-07-25 01:59:39
535,Pochutla,MX,15.7432,-96.4661,76.82,90,87,3.69,overcast clouds,2022-07-25 01:59:40
536,Flin Flon,CA,54.7682,-101.865,64.62,56,100,4.52,overcast clouds,2022-07-25 01:59:40
537,Wattegama,LK,6.7989,81.4808,79.52,70,99,1.99,overcast clouds,2022-07-25 01:59:41
538,Biloela,AU,-24.4167,150.5,69.19,55,0,2.04,clear sky,2022-07-25 01:59:41
539,Mudgee,AU,-32.5943,149.5871,54.79,58,96,3.76,overcast clouds,2022-07-25 01:59:42
540,Bathsheba,BB,13.2167,-59.5167,81.21,92,40,10.36,scattered clouds,2022-07-25 01:59:42
541,Saint-Joseph,RE,-21.3667,55.6167,62.98,75,20,8.12,few clouds,2022-07-25 01:59:43
542,Luwuk,ID,-0.9516,122.7875,83.57,63,89,6.04,overcast clouds,2022-07-25 01:59:45
543,Shunyi,CN,40.125,116.6453,84.15,65,0,2.24,clear sky,2022-07-25 01:59:46
544,Vestmanna,FO,62.1564,-7.1664,47.32,87,75,20.71,broken clouds,2022-07-25 01:59:47
545,Dodge City,US,37.7528,-100.0171,89.22,60,100,11.01,overcast clouds,2022-07-25 01:59:47
546,Butembo,CD,0.15,29.2833,58.95,92,98,1.28,light rain,2022-07-25 01:59:48
547,Okato,NZ,-39.2,173.8833,47.68,90,99,22.01,overcast clouds,2022-07-25 01:59:49
